Window,Nsim,Metric,Component,MedianScore,P10Score,P90Score,FloorMedian,FloorMin,FloorMax
famp1,200,Hellinger,kyy,0.108199066089834,0.0866985564030941,0.125526563890287,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,200,Hellinger,kzz,0.0736947677926633,0.0593939238273498,0.100465549942778,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,200,Wasserstein,kxx,0.0797451539619516,0.0436560811455805,0.145484562365933,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,200,Wasserstein,kyy,0.0424575682172354,0.0315708573744656,0.0666938243517433,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,200,Wasserstein,kzz,0.0569875749789746,0.0327814954653476,0.101573000139369,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,300,MAE,kxx,0.00502361111111111,0.00376180555555555,0.00693263888888889,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,300,MAE,kyy,0.00357708333333333,0.00197291666666667,0.0061375,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,300,MAE,kzz,0.00425416666666667,0.00297152777777778,0.00642083333333333,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,300,Hellinger,kxx,0.06319301904629,0.0504888976262592,0.0926348656352756,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,300,Hellinger,kyy,0.0878726816945321,0.0647784485174249,0.102401357570458,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,300,Hellinger,kzz,0.0719817102573498,0.0546654317395053,0.0886416295812914,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,300,Wasserstein,kxx,0.0550155314247945,0.0373183972906813,0.0996410512632651,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,300,Wasserstein,kyy,0.037156994083498,0.0207118708216139,0.0533932891057082,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,300,Wasserstein,kzz,0.0495016366637568,0.0314799294878702,0.0892950074898287,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,400,MAE,kxx,0.00469583333333333,0.00331041666666667,0.00621666666666667,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,400,MAE,kyy,0.00327291666666667,0.00219791666666667,0.00393333333333333,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,400,MAE,kzz,0.00369166666666667,0.0023375,0.00503958333333333,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,400,Hellinger,kxx,0.0607518841231395,0.0503132108773432,0.0739349324006887,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,400,Hellinger,kyy,0.070440026886197,0.0588466702672505,0.0873767085535026,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,400,Hellinger,kzz,0.0602349138746359,0.054173755761116,0.0775027419823384,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,400,Wasserstein,kxx,0.052810909858085,0.0325247193081497,0.0801114276553168,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,400,Wasserstein,kyy,0.0327294708628967,0.0217908023233204,0.0459457415655045,0.0119596141431105,0.00382765389158502,0.0123240954584999
famp1,400,Wasserstein,kzz,0.0436539384183704,0.024962118887249,0.0715015395617773,0.0189811328235022,0.00774858257396832,0.0244228473054547
famp1,500,MAE,kxx,0.00373958333333333,0.00236875,0.0056875,0.000916666666666666,0.000554166666666668,0.00118333333333333
famp1,500,MAE,kyy,0.00229583333333333,0.00167083333333333,0.00378125,0.000583333333333336,0.000258333333333335,0.000620833333333334
famp1,500,MAE,kzz,0.00331666666666667,0.00244583333333333,0.00473541666666667,0.000679166666666667,0.000558333333333333,0.000891666666666667
famp1,500,Hellinger,kxx,0.0507038445679121,0.0394557026152704,0.0732969418268218,0.0112045139838555,0.00830165839071879,0.0127399250688381
famp1,500,Hellinger,kyy,0.062035113773381,0.0509932879671278,0.0789155007380066,0.0146334873295402,0.0126537722887836,0.0189532368363361
famp1,500,Hellinger,kzz,0.0578259779022091,0.0443948082040658,0.0689451523037842,0.014194691004289,0.01085584593857,0.0163230971438853
famp1,500,Wasserstein,kxx,0.04137254734341,0.0276743640169414,0.0729002659018296,0.00826502711789353,0.00673157433502678,0.0104200505718237
famp1,500,Wasserstein,kyy,0.025557894065854,0.0174949092469316,0.0424551345301833,0.0119596141431105,0.00382765389158502,0.0123240954584999
